,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,G_avg
303,GP,F,16,U,LE3,A,3,3,other,services,,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2.0,3,5,1,4,3,12,3.75,4.0,3.75,3.8333333333333335
304,GP,F,16,U,GT3,T,2,3,services,teacher,,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2.0,3,1,1,1,3,2,5.0,5.0,5.25,5.083333333333333
305,GP,F,17,U,GT3,T,1,1,at_home,other,,father,1,2,0,no,yes,no,no,no,yes,yes,no,5.0,3,3,1,1,3,4,2.25,2.25,2.5,2.3333333333333335
306,GP,M,17,U,LE3,T,4,4,teacher,other,,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,4,4,1,3,5,0,4.25,3.75,3.5,3.8333333333333335
307,MS,M,18,R,GT3,T,1,3,at_home,other,,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3.0,3,4,2,4,3,4,3.5,3.5,3.5,3.5
308,GP,M,15,U,GT3,T,2,3,other,services,,father,1,1,0,yes,yes,yes,yes,no,yes,yes,yes,3.0,2,2,1,3,3,2,3.5,4.0,4.0,3.8333333333333335
309,GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0,yes,yes,yes,yes,yes,yes,no,no,4.0,3,1,1,1,2,8,4.5,4.25,4.25,4.333333333333333
310,GP,M,16,U,GT3,T,3,2,other,other,,mother,1,1,0,no,yes,yes,no,no,yes,yes,no,5.0,4,3,1,1,5,0,4.0,4.5,4.75,4.416666666666667
311,GP,F,15,U,LE3,A,3,3,other,other,,mother,1,1,0,no,no,yes,no,yes,yes,yes,no,5.0,3,4,4,4,1,6,3.5,4.25,4.25,4.0
312,GP,M,18,U,LE3,A,4,4,teacher,teacher,,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5.0,4,3,1,1,2,9,4.75,4.25,4.75,4.583333333333333
313,MS,M,18,R,LE3,T,1,1,at_home,other,,mother,2,2,1,no,no,no,yes,no,no,no,no,4.0,4,3,2,3,5,2,4.25,4.0,4.0,4.083333333333333
314,GP,F,16,U,,T,4,3,teacher,health,,mother,1,3,0,yes,,yes,yes,yes,yes,yes,no,,4,4,2,4,4,2,3.5,3.25,3.25,3.3333333333333335
315,GP,F,15,R,,T,3,1,other,other,reputation,father,2,4,0,no,,no,no,no,yes,yes,no,,4,2,2,3,3,12,5.0,5.0,5.0,5.0
316,MS,F,19,R,GT3,T,2,3,services,other,,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5.0,4,2,1,2,5,0,2.75,2.25,1.0,2.0
317,GP,M,17,R,GT3,T,1,2,at_home,at_home,,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3.0,5,2,2,2,1,2,4.75,4.5,4.5,4.583333333333333
318,MS,F,18,R,GT3,T,4,4,other,teacher,,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3.0,2,2,4,2,5,10,4.5,4.0,3.75,4.083333333333333
319,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4.0,4,3,1,1,3,2,3.75,3.75,3.5,3.6666666666666665
320,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4.0,4,3,1,1,5,7,4.0,4.5,4.5,4.333333333333333
321,GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4.0,1,1,2,2,5,0,3.75,3.75,3.5,3.6666666666666665
322,GP,F,17,U,GT3,T,3,3,other,other,,mother,1,3,0,no,no,no,yes,no,yes,no,no,3.0,2,3,1,1,4,4,3.5,3.25,3.25,3.3333333333333335
323,GP,M,17,U,GT3,T,2,1,other,other,,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,5.0,4,5,1,2,5,0,2.25,1.0,1.0,1.4166666666666667
324,GP,M,16,U,GT3,T,3,2,services,services,,mother,2,1,1,no,yes,no,yes,no,no,no,no,4.0,5,2,1,1,2,16,4.0,3.75,4.0,3.9166666666666665
325,MS,F,18,U,GT3,T,2,3,at_home,services,,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5.0,2,3,1,2,4,0,3.75,3.5,3.5,3.5833333333333335
326,GP,M,16,U,LE3,T,1,2,other,other,,mother,2,1,1,no,no,no,yes,yes,yes,no,no,4.0,4,4,2,4,5,0,2.75,1.0,1.0,1.5833333333333333
327,GP,F,16,U,GT3,T,2,1,other,other,,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4.0,5,2,1,1,5,20,4.25,4.0,4.0,4.083333333333333
328,GP,M,15,R,GT3,T,4,3,teacher,at_home,,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,5,2,1,1,5,0,5.25,5.0,5.0,5.083333333333333
329,GP,F,16,U,GT3,T,3,4,at_home,other,,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2.0,4,3,1,2,3,12,2.25,2.25,2.25,2.25
330,GP,F,17,R,LE3,T,2,2,services,services,,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3.0,3,2,2,2,3,3,3.75,3.75,3.75,3.75
331,GP,F,18,U,GT3,T,4,3,services,other,,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3.0,1,2,1,3,2,21,5.25,5.5,5.5,5.416666666666667
332,GP,F,15,U,GT3,T,4,4,services,services,,mother,1,1,0,yes,yes,yes,no,yes,yes,yes,no,3.0,3,4,2,3,5,0,3.0,3.5,3.75,3.4166666666666665
333,GP,F,15,R,GT3,T,1,1,other,other,,mother,1,2,2,yes,yes,no,no,no,yes,yes,yes,3.0,3,4,2,4,5,2,3.0,2.5,2.25,2.5833333333333335
334,GP,F,19,U,LE3,T,3,2,services,other,,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4.0,2,2,1,2,1,22,4.25,3.5,3.75,3.8333333333333335
335,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3.0,2,3,3,3,5,5,3.0,3.25,3.25,3.1666666666666665
336,GP,M,18,R,LE3,A,3,4,other,other,,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,2,5,3,4,1,13,5.25,5.25,5.25,5.25
337,GP,F,17,U,GT3,T,4,4,other,teacher,,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4.0,2,1,1,1,4,0,3.75,3.75,4.0,3.8333333333333335
338,GP,F,16,U,GT3,T,3,2,other,other,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,1.0,2,2,1,2,1,14,4.0,4.25,4.0,4.083333333333333
339,GP,F,16,U,GT3,T,4,3,health,other,,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,5,1,5,2,2,5.0,5.0,5.0,5.0
340,MS,M,19,R,GT3,T,1,1,other,other,,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4.0,4,4,3,3,5,4,3.0,3.0,3.0,3.0
341,GP,M,16,U,LE3,T,4,2,teacher,other,,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,4.0,5,1,1,3,5,2,4.75,4.75,5.0,4.833333333333333
342,GP,M,17,U,GT3,T,4,4,teacher,teacher,,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,4.0,5,5,1,3,2,14,3.75,3.25,3.25,3.4166666666666665
343,GP,F,16,U,GT3,T,3,3,other,services,,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4.0,3,3,2,4,5,54,3.75,4.0,3.75,3.8333333333333335
344,GP,F,18,U,LE3,T,2,2,other,other,,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4.0,3,3,1,1,2,0,3.0,3.0,1.0,2.3333333333333335
345,GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4.0,3,2,4,5,3,14,3.5,3.0,3.25,3.25
346,GP,M,16,U,,T,4,4,services,services,,mother,1,1,0,yes,,yes,yes,yes,yes,yes,no,,5,5,5,5,4,14,2.75,2.75,2.25,2.5833333333333335
347,GP,M,15,U,GT3,T,4,3,teacher,other,,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,5.0,4,3,1,2,3,2,3.5,3.5,3.75,3.5833333333333335
348,GP,M,17,U,GT3,T,4,3,other,other,,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5.0,2,3,1,1,2,4,3.5,3.5,3.75,3.5833333333333335
349,GP,F,16,U,LE3,T,2,2,other,other,,mother,2,2,1,no,yes,no,yes,no,yes,yes,yes,3.0,3,3,1,2,3,25,2.75,3.5,3.75,3.3333333333333335
350,GP,F,19,U,LE3,T,1,2,services,services,,other,1,2,1,no,no,no,yes,no,yes,no,yes,4.0,2,4,2,2,3,0,3.25,3.25,1.0,2.5
351,GP,F,16,R,GT3,T,2,2,services,services,,mother,2,4,0,no,yes,yes,yes,no,yes,yes,no,5.0,3,5,1,1,5,6,3.5,3.5,3.75,3.5833333333333335
352,GP,M,18,R,LE3,T,3,2,services,other,,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5.0,4,2,1,1,4,8,4.5,4.25,4.5,4.416666666666667
353,GP,F,18,U,GT3,T,4,4,teacher,other,,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,4,4,3,3,5,2,3.75,3.75,3.75,3.75
354,GP,F,18,U,GT3,T,2,1,other,other,,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4.0,4,4,1,1,3,0,2.75,1.0,1.0,1.5833333333333333
